Company,Industry,Code,Year,Season,announce_day,Date,TTM_PE,EPS_growth,Expeceted_Dividend_Rate,Position,Close,Position_new,Code_out,Date_out,Close_out,Return,holding_days,Daily_Return_geometry,Daily_Return_arithmetic
2397 友通,電腦及週邊,2397,2016,4,2017-03-31,2017-03-31,9.747500000000006,0.6363636363636364,0.06407499999999998,1.0,51.11,1.0,2397,2017-05-15,46.34,-0.0933281158286049,45,-0.0021748461159625254,-0.0020739581295245533
2404 漢唐,其他電子業,2404,2015,2,2015-08-14,2015-08-14,6.5775000000000015,0.4488188976377953,0.078075,1.0,27.38,1.0,2404,2016-08-15,44.03,0.6081081081081081,367,0.0012952752022186154,0.001656970321820458
2404 漢唐,其他電子業,2404,2016,4,2017-03-31,2017-03-31,6.567499999999999,1.2467532467532467,0.0995,1.0,60.77,1.0,2404,2017-05-15,58.23,-0.04179693927924977,45,-0.0009483402697173515,-0.000928820872872217
2408 南亞科,半導體,2408,2016,4,2017-03-31,2017-03-31,14.0275,8.532467532467532,0.0609,1.0,47.05,1.0,2408,2017-05-15,52.1,0.10733262486716266,45,0.0022682147987989065,0.0023851694414925035
2414 精技,電子通路業,2414,2014,1,2014-05-15,2014-05-15,10.875,0.4814814814814815,0.073025,1.0,12.63,1.0,2414,2015-03-31,16.45,0.30245447347585097,320,0.0008261239927571662,0.0009451702296120343
2414 精技,電子通路業,2414,2016,2,2016-08-14,2016-08-15,8.645,0.3200000000000001,0.07700000000000004,1.0,15.11,1.0,2414,2017-03-31,17.39,0.1508934480476507,228,0.0006165871700196668,0.000661813368630047
2415 錩新,電子零組件,2415,2015,4,2016-03-31,2016-03-31,12.815,0.4444444444444445,0.06292500000000001,1.0,13.45,1.0,2415,2017-05-15,29.35,1.1821561338289963,410,0.0019050157540581036,0.002883307643485357
2420 新巨,電子零組件,2420,2014,3,2014-11-14,2014-11-14,10.9475,0.4657534246575344,0.063775,1.0,30.01,1.0,2420,2016-03-31,38.65,0.2879040319893367,503,0.0005031406791153881,0.0005723738210523592
2420 新巨,電子零組件,2420,2016,4,2017-03-31,2017-03-31,8.542500000000002,0.14782608695652188,0.06795,1.0,36.57,1.0,2420,2017-05-15,32.52,-0.11074651353568488,45,-0.0026048890949029735,-0.0024610336341263305
2421 建準,電子零組件,2421,2015,3,2015-11-14,2015-11-16,9.565000000000003,0.4893617021276596,0.06615000000000001,1.0,14.82,1.0,2421,2016-11-14,21.64,0.4601889338731444,364,0.0010405570319793611,0.0012642553128383088
2421 建準,電子零組件,2421,2016,4,2017-03-31,2017-03-31,8.747500000000002,0.2424242424242423,0.06605000000000003,1.0,28.59,1.0,2421,2017-05-15,30.82,0.07799930045470438,45,0.0016704341468702921,0.0017333177878823196
2426 鼎元,光電業,2426,2015,3,2015-11-14,2015-11-16,9.035,0.13888888888888887,0.06810000000000001,1.0,12.95,1.0,2426,2016-03-31,12.39,-0.043243243243243135,136,-0.0003249919764901632,-0.000317965023847376
2433 互盛電,其他電子業,2433,2014,3,2014-11-14,2014-11-14,13.275,0.15503875968992245,0.0876,1.0,34.87,1.0,2433,2015-08-14,38.47,0.10324060797246926,273,0.00035996167936813706,0.0003781707251738801
2433 互盛電,其他電子業,2433,2015,4,2016-03-31,2016-03-31,10.995,0.14285714285714274,0.07332500000000003,1.0,40.69,1.0,2433,2016-05-16,37.38,-0.08134676824772658,46,-0.0018427904073893275,-0.0017684080053853603
2439 美律,通信網路業,2439,2016,2,2016-08-14,2016-08-15,13.0375,10.666666666666668,0.06985000000000001,1.0,112.94,1.0,2439,2016-11-14,105.32,-0.06746945280680017,91,-0.0007673249018996797,-0.0007414225583164853
2441 超豐,半導體,2441,2014,1,2014-05-15,2014-05-15,8.995,0.75,0.0653,1.0,29.09,1.0,2441,2015-03-31,33.15,0.13956686146442077,320,0.0004083591187828972,0.0004361464420763149
2441 超豐,半導體,2441,2016,3,2016-11-14,2016-11-14,9.18,0.15909090909090912,0.06394999999999998,1.0,36.08,1.0,2441,2017-05-15,41.9,0.16130820399113088,182,0.0008220252146846629,0.0008863088131380818
2450 神腦,通信網路業,2450,2016,3,2016-11-14,2016-11-14,10.59,1.5952380952380956,0.0683,1.0,45.69,1.0,2450,2017-03-31,49.47,0.08273145108338809,137,0.0005803652056184383,0.0006038792049882342
2451 創見,半導體,2451,2014,3,2014-11-14,2014-11-14,11.3375,0.5555555555555558,0.06940000000000003,1.0,83.41,1.0,2451,2015-05-15,95.27,0.14218918594892704,182,0.0007307435634380521,0.0007812592634556431
2451 創見,半導體,2451,2015,3,2015-11-14,2015-11-16,11.04,0.1249999999999999,0.07800000000000001,1.0,72.89,1.0,2451,2016-03-31,87.18,0.19604884071889161,136,0.0013172159694807561,0.001441535593521262
